customer_id,signup_date,plan,mrr,churn_date,is_active
146,2024-10-01,Basic,9.99,,True
147,2021-09-01,Basic,9.99,,True
148,2022-08-01,Basic,9.99,2022-09-01,False
149,2021-05-01,Plus,19.99,2021-10-01,False
150,2021-03-01,Pro,39.99,,True
151,2022-12-01,Basic,9.99,2023-05-01,False
152,2023-08-01,Pro,39.99,,True
153,2022-07-01,Plus,19.99,2022-11-01,False
154,2021-03-01,Plus,19.99,2022-10-01,False
155,2022-03-01,Basic,9.99,2022-08-01,False
156,2021-04-01,Basic,9.99,2022-03-01,False
157,2021-05-01,Basic,9.99,2024-03-01,False
158,2023-05-01,Pro,39.99,,True
159,2021-02-01,Basic,9.99,2022-04-01,False
160,2021-02-01,Plus,19.99,2025-09-01,False
161,2021-08-01,Basic,9.99,2023-08-01,False
162,2024-09-01,Basic,9.99,2025-08-01,False
163,2022-08-01,Pro,39.99,,True
164,2021-03-01,Plus,19.99,2021-03-01,False
165,2021-08-01,Plus,19.99,,True
166,2021-02-01,Pro,39.99,2021-09-01,False
167,2022-01-01,Basic,9.99,2025-03-01,False
168,2021-02-01,Plus,19.99,2022-08-01,False
169,2023-09-01,Pro,39.99,2025-04-01,False
170,2021-09-01,Basic,9.99,2023-03-01,False
171,2021-05-01,Plus,19.99,2023-02-01,False
172,2021-09-01,Basic,9.99,2022-09-01,False
173,2021-04-01,Basic,9.99,,True
174,2021-09-01,Basic,9.99,2025-02-01,False
175,2022-05-01,Pro,39.99,,True
176,2023-07-01,Basic,9.99,2023-11-01,False
177,2021-02-01,Plus,19.99,2021-05-01,False
178,2021-11-01,Basic,9.99,2024-11-01,False
179,2021-08-01,Basic,9.99,2022-04-01,False
180,2021-02-01,Plus,19.99,,True
181,2022-12-01,Pro,39.99,,True
182,2021-10-01,Basic,9.99,,True
183,2021-04-01,Basic,9.99,2021-08-01,False
184,2022-11-01,Basic,9.99,2025-12-01,False
185,2025-06-01,Basic,9.99,2026-03-01,False
186,2021-06-01,Plus,19.99,2025-04-01,False
187,2022-01-01,Plus,19.99,2022-02-01,False
188,2021-06-01,Basic,9.99,2021-08-01,False
189,2021-11-01,Pro,39.99,2025-03-01,False
190,2021-10-01,Basic,9.99,2022-01-01,False
191,2021-02-01,Pro,39.99,2024-12-01,False
192,2022-05-01,Plus,19.99,,True
193,2021-09-01,Pro,39.99,2026-06-01,False
194,2021-02-01,Basic,9.99,2025-02-01,False
195,2022-01-01,Pro,39.99,2024-05-01,False
196,2021-04-01,Plus,19.99,2025-08-01,False
197,2021-09-01,Plus,19.99,2026-02-01,False
198,2023-02-01,Plus,19.99,2025-05-01,False
199,2024-03-01,Plus,19.99,,True
200,2025-02-01,Basic,9.99,,True
201,2021-09-01,Basic,9.99,2022-04-01,False
202,2021-11-01,Basic,9.99,2023-05-01,False
203,2024-07-01,Basic,9.99,,True
204,2021-07-01,Plus,19.99,,True
205,2021-06-01,Pro,39.99,2026-02-01,False
206,2021-06-01,Basic,9.99,2022-04-01,False
207,2022-01-01,Plus,19.99,2023-09-01,False
208,2021-04-01,Basic,9.99,2021-05-01,False
209,2021-02-01,Basic,9.99,2021-02-01,False
210,2021-07-01,Plus,19.99,,True
211,2021-02-01,Basic,9.99,,True
212,2024-06-01,Plus,19.99,2024-12-01,False
213,2021-02-01,Plus,19.99,,True
214,2026-03-01,Basic,9.99,,True
215,2022-05-01,Plus,19.99,2022-11-01,False
216,2022-10-01,Plus,19.99,,True
217,2021-07-01,Basic,9.99,2021-07-01,False
218,2021-05-01,Plus,19.99,2023-04-01,False
219,2021-04-01,Plus,19.99,2023-07-01,False
220,2023-11-01,Plus,19.99,2025-08-01,False
221,2021-06-01,Basic,9.99,2022-05-01,False
222,2021-03-01,Basic,9.99,2021-03-01,False
223,2021-04-01,Plus,19.99,2022-04-01,False
224,2021-06-01,Basic,9.99,2021-10-01,False
225,2021-08-01,Plus,19.99,,True
226,2022-11-01,Plus,19.99,2025-09-01,False
227,2022-06-01,Pro,39.99,,True
228,2021-03-01,Plus,19.99,2022-04-01,False
229,2021-10-01,Basic,9.99,2025-02-01,False
230,2021-04-01,Plus,19.99,,True
231,2021-06-01,Basic,9.99,2023-01-01,False
232,2021-06-01,Basic,9.99,2021-06-01,False
233,2021-05-01,Pro,39.99,,True
234,2023-03-01,Basic,9.99,2025-11-01,False
235,2021-04-01,Basic,9.99,2021-12-01,False
236,2021-03-01,Basic,9.99,2022-08-01,False
237,2021-08-01,Plus,19.99,2025-01-01,False
238,2021-03-01,Basic,9.99,,True
239,2024-01-01,Basic,9.99,2024-11-01,False
240,2021-07-01,Plus,19.99,2024-08-01,False
241,2024-02-01,Basic,9.99,2026-03-01,False
242,2021-07-01,Pro,39.99,,True
243,2022-05-01,Basic,9.99,,True
244,2023-03-01,Plus,19.99,,True
245,2021-06-01,Plus,19.99,,True
246,2021-09-01,Plus,19.99,2022-05-01,False
247,2021-07-01,Basic,9.99,,True
248,2021-08-01,Plus,19.99,2022-10-01,False
249,2022-05-01,Basic,9.99,2024-11-01,False
250,2022-09-01,Plus,19.99,2025-08-01,False
251,2021-05-01,Plus,19.99,,True
252,2022-05-01,Pro,39.99,,True
253,2021-05-01,Pro,39.99,2025-09-01,False
254,2021-11-01,Basic,9.99,2022-12-01,False
255,2021-06-01,Pro,39.99,,True
256,2021-02-01,Basic,9.99,2024-12-01,False
257,2021-12-01,Plus,19.99,,True
258,2022-01-01,Plus,19.99,2025-11-01,False
259,2023-02-01,Basic,9.99,,True
260,2021-02-01,Basic,9.99,2021-06-01,False
261,2021-08-01,Basic,9.99,2026-05-01,False
262,2021-03-01,Basic,9.99,2021-07-01,False
263,2021-05-01,Basic,9.99,2023-06-01,False
264,2021-08-01,Basic,9.99,2022-02-01,False
265,2021-03-01,Pro,39.99,2023-03-01,False
266,2022-01-01,Basic,9.99,2022-12-01,False
267,2021-05-01,Basic,9.99,2021-09-01,False
268,2021-04-01,Basic,9.99,2022-07-01,False
269,2021-04-01,Plus,19.99,2022-01-01,False
270,2021-03-01,Pro,39.99,2022-06-01,False
271,2021-06-01,Plus,19.99,,True
272,2021-05-01,Basic,9.99,2021-05-01,False
273,2023-06-01,Basic,9.99,2024-01-01,False
274,2021-02-01,Basic,9.99,2021-02-01,False
275,2025-11-01,Basic,9.99,2026-01-01,False
276,2021-09-01,Plus,19.99,2025-02-01,False
277,2021-11-01,Plus,19.99,2023-06-01,False
278,2022-04-01,Basic,9.99,2023-06-01,False
279,2021-12-01,Pro,39.99,,True
280,2022-11-01,Basic,9.99,2023-03-01,False
281,2021-03-01,Basic,9.99,2021-08-01,False
282,2021-02-01,Basic,9.99,2022-02-01,False
283,2021-02-01,Basic,9.99,2021-05-01,False
284,2021-03-01,Basic,9.99,2021-03-01,False
285,2021-10-01,Pro,39.99,2022-10-01,False
286,2021-02-01,Pro,39.99,,True
287,2021-03-01,Plus,19.99,2021-04-01,False
288,2021-04-01,Basic,9.99,2021-04-01,False
289,2021-12-01,Basic,9.99,2025-02-01,False
290,2022-07-01,Basic,9.99,2024-02-01,False
291,2021-03-01,Basic,9.99,2022-11-01,False
292,2022-03-01,Basic,9.99,,True
293,2021-03-01,Pro,39.99,,True
294,2023-12-01,Plus,19.99,,True
295,2021-10-01,Basic,9.99,2025-07-01,False
296,2023-02-01,Basic,9.99,2023-12-01,False
297,2022-10-01,Plus,19.99,2023-07-01,False
298,2021-06-01,Plus,19.99,2022-03-01,False
299,2022-10-01,Basic,9.99,2024-01-01,False
300,2022-07-01,Basic,9.99,2022-11-01,False
301,2021-10-01,Plus,19.99,2022-03-01,False
302,2022-05-01,Pro,39.99,,True
303,2021-02-01,Pro,39.99,2022-01-01,False
304,2022-01-01,Basic,9.99,2022-08-01,False
305,2022-05-01,Plus,19.99,2022-08-01,False
306,2022-02-01,Basic,9.99,2023-07-01,False
307,2021-12-01,Basic,9.99,2022-06-01,False
308,2021-05-01,Pro,39.99,2022-08-01,False
309,2021-11-01,Basic,9.99,2022-11-01,False
310,2022-03-01,Basic,9.99,2023-08-01,False
311,2021-05-01,Plus,19.99,2022-12-01,False
312,2022-05-01,Basic,9.99,,True
313,2022-12-01,Plus,19.99,2023-12-01,False
314,2021-03-01,Pro,39.99,,True
315,2021-09-01,Basic,9.99,,True
316,2021-09-01,Basic,9.99,2022-04-01,False
317,2021-09-01,Plus,19.99,,True
318,2022-02-01,Plus,19.99,2022-08-01,False
319,2021-09-01,Plus,19.99,2023-06-01,False
320,2021-02-01,Basic,9.99,2021-04-01,False
321,2021-12-01,Basic,9.99,2025-07-01,False
322,2021-08-01,Plus,19.99,2023-01-01,False
323,2021-09-01,Basic,9.99,2022-11-01,False
324,2021-09-01,Pro,39.99,,True
325,2021-08-01,Plus,19.99,2022-01-01,False
326,2021-05-01,Basic,9.99,2022-07-01,False
327,2021-09-01,Plus,19.99,2023-06-01,False
328,2021-06-01,Pro,39.99,,True
329,2021-10-01,Basic,9.99,2022-09-01,False
330,2023-07-01,Pro,39.99,2024-12-01,False
331,2022-05-01,Plus,19.99,,True
332,2021-10-01,Plus,19.99,,True
333,2021-06-01,Pro,39.99,,True
334,2022-02-01,Basic,9.99,2022-05-01,False
335,2021-07-01,Plus,19.99,2024-04-01,False
336,2022-09-01,Plus,19.99,,True
337,2022-02-01,Basic,9.99,2023-04-01,False
338,2022-11-01,Basic,9.99,,True
339,2022-01-01,Basic,9.99,2023-10-01,False
340,2021-11-01,Basic,9.99,2023-05-01,False
341,2021-02-01,Plus,19.99,2022-09-01,False
342,2024-06-01,Basic,9.99,2025-03-01,False
343,2023-06-01,Pro,39.99,2025-06-01,False
344,2021-09-01,Plus,19.99,2022-04-01,False
345,2021-07-01,Basic,9.99,2021-11-01,False
346,2021-08-01,Basic,9.99,2021-08-01,False
347,2021-03-01,Basic,9.99,2021-12-01,False
348,2021-10-01,Basic,9.99,2022-11-01,False
349,2022-05-01,Plus,19.99,,True
350,2021-09-01,Pro,39.99,,True
351,2021-04-01,Basic,9.99,2021-06-01,False
352,2021-04-01,Basic,9.99,2022-03-01,False
353,2023-01-01,Plus,19.99,,True
354,2021-12-01,Basic,9.99,2022-11-01,False
355,2022-01-01,Basic,9.99,2022-05-01,False
356,2021-05-01,Basic,9.99,2026-03-01,False
357,2022-10-01,Basic,9.99,,True
358,2024-02-01,Plus,19.99,2024-07-01,False
359,2021-02-01,Basic,9.99,,True
360,2021-03-01,Basic,9.99,2022-05-01,False
361,2023-04-01,Plus,19.99,,True
362,2022-07-01,Basic,9.99,2023-10-01,False
363,2021-06-01,Basic,9.99,2022-03-01,False
364,2023-04-01,Plus,19.99,2023-08-01,False
365,2021-10-01,Pro,39.99,,True
366,2021-03-01,Plus,19.99,2022-08-01,False
367,2021-03-01,Basic,9.99,2025-09-01,False
368,2021-02-01,Pro,39.99,2023-07-01,False
369,2022-03-01,Basic,9.99,2025-02-01,False
370,2021-05-01,Plus,19.99,2024-01-01,False
371,2021-12-01,Plus,19.99,,True
372,2021-12-01,Pro,39.99,2024-01-01,False
373,2021-10-01,Basic,9.99,2021-12-01,False
374,2023-03-01,Plus,19.99,2023-12-01,False
375,2021-08-01,Pro,39.99,,True
376,2021-02-01,Basic,9.99,2021-06-01,False
377,2022-09-01,Plus,19.99,,True
378,2021-11-01,Plus,19.99,,True
379,2021-03-01,Plus,19.99,,True
380,2022-05-01,Plus,19.99,,True
381,2022-01-01,Plus,19.99,,True
382,2023-03-01,Basic,9.99,,True
383,2022-05-01,Plus,19.99,2023-05-01,False
384,2021-09-01,Plus,19.99,2024-07-01,False
385,2021-07-01,Plus,19.99,2022-09-01,False
386,2021-04-01,Basic,9.99,2023-09-01,False
387,2022-03-01,Plus,19.99,2023-05-01,False
388,2022-04-01,Basic,9.99,2023-04-01,False
389,2021-02-01,Basic,9.99,2026-02-01,False
390,2021-03-01,Pro,39.99,,True
391,2021-06-01,Plus,19.99,2023-04-01,False
392,2021-02-01,Basic,9.99,2021-02-01,False
393,2022-02-01,Basic,9.99,2023-04-01,False
394,2021-06-01,Basic,9.99,2022-10-01,False
395,2021-04-01,Basic,9.99,2022-04-01,False
396,2021-03-01,Plus,19.99,2021-08-01,False
397,2021-02-01,Plus,19.99,2022-04-01,False
398,2021-10-01,Basic,9.99,2021-12-01,False
399,2021-06-01,Plus,19.99,2022-02-01,False
400,2021-02-01,Basic,9.99,2021-04-01,False
401,2022-08-01,Basic,9.99,2022-09-01,False
402,2021-02-01,Plus,19.99,2021-08-01,False
403,2023-01-01,Basic,9.99,,True
404,2021-08-01,Basic,9.99,2021-10-01,False
405,2021-08-01,Basic,9.99,2021-12-01,False
406,2021-04-01,Basic,9.99,2024-02-01,False
407,2022-02-01,Basic,9.99,2022-06-01,False
408,2023-06-01,Plus,19.99,2024-02-01,False
409,2022-01-01,Plus,19.99,2022-03-01,False
410,2021-03-01,Basic,9.99,2023-04-01,False
411,2022-06-01,Plus,19.99,,True
412,2021-08-01,Pro,39.99,,True
413,2021-09-01,Basic,9.99,,True
414,2022-08-01,Plus,19.99,2023-09-01,False
415,2022-04-01,Plus,19.99,,True
416,2021-02-01,Plus,19.99,,True
417,2021-02-01,Basic,9.99,2023-04-01,False
418,2021-05-01,Basic,9.99,2022-10-01,False
419,2021-09-01,Pro,39.99,,True
420,2022-03-01,Basic,9.99,2025-01-01,False
421,2023-05-01,Basic,9.99,2023-12-01,False
422,2022-06-01,Plus,19.99,2024-05-01,False
423,2022-10-01,Pro,39.99,,True
424,2021-06-01,Basic,9.99,2022-09-01,False
425,2021-08-01,Plus,19.99,2024-06-01,False
426,2021-03-01,Plus,19.99,2022-04-01,False
427,2022-07-01,Basic,9.99,2022-10-01,False
428,2021-02-01,Basic,9.99,2025-10-01,False
429,2021-04-01,Plus,19.99,,True
430,2021-12-01,Basic,9.99,,True
431,2021-02-01,Basic,9.99,2024-05-01,False
432,2023-05-01,Basic,9.99,2023-06-01,False
433,2022-03-01,Pro,39.99,,True
434,2021-03-01,Plus,19.99,,True
435,2021-04-01,Basic,9.99,2022-12-01,False
436,2021-12-01,Basic,9.99,2022-04-01,False
437,2021-07-01,Plus,19.99,2022-10-01,False
438,2022-09-01,Pro,39.99,2025-02-01,False
439,2022-04-01,Basic,9.99,2023-08-01,False
440,2022-06-01,Basic,9.99,2022-11-01,False
441,2022-04-01,Basic,9.99,2023-03-01,False
442,2021-12-01,Basic,9.99,2022-12-01,False
443,2021-03-01,Plus,19.99,2021-09-01,False
444,2022-01-01,Basic,9.99,2022-12-01,False
445,2023-01-01,Basic,9.99,2023-04-01,False
446,2022-01-01,Plus,19.99,,True
447,2021-03-01,Pro,39.99,,True
448,2022-07-01,Plus,19.99,2023-08-01,False
449,2021-07-01,Basic,9.99,2021-09-01,False
450,2021-02-01,Plus,19.99,,True
451,2021-03-01,Basic,9.99,2024-04-01,False
452,2021-03-01,Basic,9.99,2024-07-01,False
453,2021-03-01,Plus,19.99,2022-02-01,False
454,2021-05-01,Plus,19.99,2023-08-01,False
455,2021-04-01,Plus,19.99,2022-03-01,False
456,2022-10-01,Basic,9.99,2023-07-01,False
457,2021-02-01,Plus,19.99,2024-03-01,False
458,2021-05-01,Plus,19.99,2025-11-01,False
459,2021-08-01,Basic,9.99,2025-07-01,False
460,2022-04-01,Basic,9.99,2024-01-01,False
461,2022-12-01,Basic,9.99,2025-01-01,False
462,2022-08-01,Plus,19.99,2025-12-01,False
463,2023-10-01,Plus,19.99,2024-06-01,False
464,2021-12-01,Plus,19.99,2022-09-01,False
465,2021-03-01,Plus,19.99,2022-10-01,False
466,2021-02-01,Basic,9.99,2021-07-01,False
467,2021-12-01,Plus,19.99,,True
468,2023-01-01,Plus,19.99,2023-11-01,False
469,2022-07-01,Basic,9.99,2022-07-01,False
470,2021-11-01,Pro,39.99,2022-02-01,False
471,2022-12-01,Basic,9.99,2023-12-01,False
472,2021-06-01,Pro,39.99,,True
473,2022-03-01,Basic,9.99,2022-10-01,False
474,2022-02-01,Basic,9.99,2025-06-01,False
475,2021-03-01,Basic,9.99,2024-12-01,False
476,2023-07-01,Basic,9.99,2024-12-01,False
477,2021-06-01,Basic,9.99,2026-01-01,False
478,2023-01-01,Basic,9.99,2023-05-01,False
479,2021-07-01,Plus,19.99,2021-07-01,False
480,2022-10-01,Basic,9.99,2025-09-01,False
481,2021-03-01,Basic,9.99,2021-09-01,False
482,2021-11-01,Plus,19.99,,True
483,2021-07-01,Plus,19.99,2021-09-01,False
484,2021-08-01,Basic,9.99,2024-08-01,False
485,2022-04-01,Basic,9.99,2022-07-01,False
486,2021-11-01,Basic,9.99,2022-07-01,False
487,2021-03-01,Pro,39.99,2021-09-01,False
488,2021-08-01,Plus,19.99,,True
489,2023-03-01,Plus,19.99,2025-04-01,False
490,2021-07-01,Basic,9.99,2025-03-01,False
491,2021-10-01,Pro,39.99,,True
492,2021-05-01,Plus,19.99,2022-11-01,False
493,2021-02-01,Basic,9.99,2024-06-01,False
494,2021-04-01,Basic,9.99,2023-04-01,False
495,2024-11-01,Basic,9.99,,True
496,2021-12-01,Plus,19.99,,True
497,2021-02-01,Plus,19.99,2021-08-01,False
498,2021-07-01,Basic,9.99,2022-12-01,False
499,2021-02-01,Basic,9.99,2023-06-01,False
500,2022-12-01,Basic,9.99,,True
501,2021-08-01,Plus,19.99,2024-02-01,False
502,2021-04-01,Basic,9.99,2021-10-01,False
503,2021-10-01,Basic,9.99,2023-07-01,False
504,2022-11-01,Basic,9.99,,True
505,2022-03-01,Plus,19.99,2022-07-01,False
506,2021-02-01,Pro,39.99,2021-07-01,False
507,2021-05-01,Plus,19.99,2022-08-01,False
508,2022-06-01,Plus,19.99,2023-12-01,False
509,2022-03-01,Basic,9.99,2024-12-01,False
510,2021-08-01,Pro,39.99,2021-09-01,False
511,2021-09-01,Basic,9.99,2023-09-01,False
512,2021-03-01,Plus,19.99,2025-05-01,False
513,2021-06-01,Plus,19.99,2022-12-01,False
514,2021-04-01,Pro,39.99,2023-04-01,False
515,2021-10-01,Basic,9.99,2023-06-01,False
516,2022-06-01,Basic,9.99,2022-11-01,False
517,2021-05-01,Basic,9.99,2022-03-01,False
518,2021-09-01,Plus,19.99,,True
519,2023-05-01,Plus,19.99,,True
520,2022-10-01,Basic,9.99,,True
521,2022-06-01,Basic,9.99,2022-10-01,False
522,2021-09-01,Pro,39.99,2024-05-01,False
523,2022-11-01,Plus,19.99,2023-06-01,False
524,2021-06-01,Plus,19.99,2023-12-01,False
525,2022-01-01,Basic,9.99,2023-03-01,False
526,2021-05-01,Plus,19.99,,True
527,2023-07-01,Plus,19.99,,True
528,2022-07-01,Plus,19.99,,True
529,2021-03-01,Basic,9.99,,True
530,2021-09-01,Basic,9.99,2023-08-01,False
531,2022-07-01,Basic,9.99,2022-12-01,False
532,2021-02-01,Plus,19.99,2023-10-01,False
533,2021-03-01,Basic,9.99,2021-07-01,False
534,2021-04-01,Basic,9.99,2021-06-01,False
535,2021-03-01,Plus,19.99,2022-06-01,False
536,2021-07-01,Basic,9.99,,True
537,2021-07-01,Basic,9.99,2023-09-01,False
538,2021-03-01,Plus,19.99,2024-03-01,False
539,2021-07-01,Basic,9.99,2022-08-01,False
540,2021-12-01,Basic,9.99,2022-06-01,False
541,2022-12-01,Plus,19.99,,True
542,2022-01-01,Pro,39.99,,True
543,2021-05-01,Basic,9.99,2022-01-01,False
544,2021-12-01,Plus,19.99,2022-07-01,False
545,2021-08-01,Plus,19.99,2022-06-01,False
546,2021-09-01,Plus,19.99,,True
547,2021-03-01,Basic,9.99,2023-05-01,False
548,2022-06-01,Basic,9.99,2022-09-01,False
549,2021-02-01,Basic,9.99,,True
550,2021-03-01,Basic,9.99,2022-09-01,False
551,2021-06-01,Basic,9.99,2021-11-01,False
552,2021-11-01,Basic,9.99,2022-02-01,False
553,2021-05-01,Basic,9.99,2022-04-01,False
554,2023-08-01,Pro,39.99,2025-05-01,False
555,2021-02-01,Pro,39.99,2022-03-01,False
556,2022-06-01,Basic,9.99,2025-12-01,False
557,2022-12-01,Basic,9.99,2023-05-01,False
558,2022-02-01,Pro,39.99,,True
559,2022-06-01,Basic,9.99,,True
560,2021-10-01,Basic,9.99,,True
561,2021-03-01,Basic,9.99,2021-09-01,False
562,2021-04-01,Basic,9.99,2022-10-01,False
563,2021-05-01,Basic,9.99,2021-05-01,False
564,2022-09-01,Plus,19.99,,True
565,2021-03-01,Plus,19.99,,True
566,2021-05-01,Basic,9.99,2023-05-01,False
567,2021-02-01,Basic,9.99,,True
568,2021-12-01,Basic,9.99,2024-04-01,False
569,2021-06-01,Basic,9.99,2022-02-01,False
570,2021-12-01,Plus,19.99,2022-12-01,False
571,2022-07-01,Basic,9.99,2023-02-01,False
572,2022-03-01,Pro,39.99,,True
